date,aaa_oas_vix_component,aaa_oas_macro_component,aaa_oas_nfci_component,aaa_oas_residual,aaa_oas_fitted,ig_oas_vix_component,ig_oas_macro_component,ig_oas_nfci_component,ig_oas_residual,ig_oas_fitted,bbb_oas_vix_component,bbb_oas_macro_component,bbb_oas_nfci_component,bbb_oas_residual,bbb_oas_fitted,hy_oas_vix_component,hy_oas_macro_component,hy_oas_nfci_component,hy_oas_residual,hy_oas_fitted
2021-06-21,18.640140148283262,4.952390592915508,-33.298256297472925,9.202468315862923,35.79753168413708,16.68083621728115,12.553023500560498,-124.39349718984589,20.55086646344928,66.44913353655072,18.94149799511032,16.65864848295362,-155.29394589291593,24.754068232467446,83.24593176753255,43.445573416268445,46.72167120213297,-366.01909823642654,66.43057531122744,247.56942468877256
2021-06-22,17.358565392420296,4.952390592915508,-33.298256297472925,10.484043071725885,34.515956928274115,15.533970451643599,12.553023500560498,-124.39349718984589,22.69773222908684,65.30226777091316,17.639203834462716,16.65864848295362,-155.29394589291593,26.056362393115066,81.94363760688493,40.45853846366866,46.72167120213297,-366.01909823642654,70.41761026382719,244.58238973617281
2021-06-23,17.00430895584029,4.992653931069293,-33.298256297472925,10.798036170152109,34.20196382984789,15.216950646508014,12.65508060219107,-124.39349718984589,22.912694932591833,65.08730506740817,17.279220082738984,16.794084649481697,-155.29394589291593,27.280909978310703,81.7190900216893,39.63285400522644,47.10152218751616,-366.01909823642654,68.86344373688618,244.13655626311382
2021-06-24,16.63963321230205,4.952390592915508,-33.298256297472925,11.20297525184413,33.79702474815587,14.890606729456678,12.553023500560498,-124.39349718984589,22.341095951273743,64.65890404872626,16.908648573611618,16.65864848295362,-155.29394589291593,26.786917653966142,81.21308234603386,38.78288470977122,46.72167120213297,-366.01909823642654,65.09326401772464,242.90673598227536
2021-06-25,16.27495746876381,5.0731806073768615,-33.10439823763825,10.253002921086349,33.74699707891365,14.564262812405342,12.859194805452217,-123.66929464284634,20.63706601643385,65.36293398356615,16.53807706448425,17.064956982537854,-154.3898450058927,24.847079776486083,82.15292022351392,37.93291541431599,47.86122415828255,-363.88818328362356,58.672765404227334,245.32723459577267
2021-06-28,16.420827766179105,4.992653931069293,-33.10439823763825,10.18765929997862,33.81234070002138,14.694800379225876,12.65508060219107,-123.66929464284634,20.710642652874427,65.28935734712557,16.686305668135198,16.794084649481697,-154.3898450058927,24.969723505891295,82.0302764941087,38.27290313249808,47.10152218751616,-363.88818328362356,60.09247965681163,244.90752034318837
2021-06-29,16.691729747093227,4.912127254761724,-33.10439823763825,9.997283995372072,34.00271600462793,14.937227289035441,12.450966398929925,-123.66929464284634,20.67232994632603,65.32767005367397,16.961587360629814,16.52321231642554,-154.3898450058927,24.96531414645284,82.03468585354716,38.90430889483625,46.34182021674977,-363.88818328362356,58.22077586523983,244.77922413476017
2021-06-30,16.49376291488675,4.831600578454154,-33.10439823763825,10.275777503886118,33.72422249611388,14.760069162636144,12.246852195668778,-123.66929464284634,21.053602275986478,64.94639772401352,16.76041996996067,16.252339983369385,-154.3898450058927,25.43735387017813,81.56264612982187,38.44289699158913,45.58211824598338,-363.88818328362356,60.441889739253384,243.55811026074662
2021-07-01,16.129087171348512,4.952390592915508,-33.10439823763825,10.519663232962998,33.480336767037,14.433725245584808,12.553023500560498,-123.66929464284634,22.073774888146076,64.92622511185392,16.389848460833303,16.65864848295362,-154.3898450058927,26.401616879721274,81.59838312027873,37.592927696133906,46.72167120213297,-363.88818328362356,58.152306078559036,243.84769392144096
2021-07-02,15.701895586060857,4.831600578454154,-32.837240612890966,11.800487207964721,33.19951279203528,14.051436657038957,12.246852195668778,-122.67126426713057,21.7642044058679,65.2357955941321,15.9557504072841,16.252339983369385,-153.14389502725874,25.996073454220735,82.00392654577927,36.597249378600644,45.58211824598338,-360.95154924418864,59.35090331280699,244.649096687193
2021-07-05,15.701895586060857,4.831600578454154,-32.837240612890966,11.800487207964721,33.19951279203528,14.051436657038957,12.246852195668778,-122.67126426713057,21.7642044058679,65.2357955941321,15.9557504072841,16.252339983369385,-153.14389502725874,25.996073454220735,82.00392654577927,36.597249378600644,45.58211824598338,-360.95154924418864,58.35090331280699,244.649096687193
2021-07-06,17.12934063933912,4.630283887685231,-32.837240612890966,10.574358845455379,34.42564115454462,15.328839989497045,11.73656668751591,-122.67126426713057,20.997086581562655,66.00291341843734,17.406273171582654,15.575159150728993,-153.14389502725874,25.222731522562597,82.7772684774374,39.92427204938252,43.6828633190674,-360.95154924418864,58.923135568941035,246.07686443105897
2021-07-07,16.879277272341465,4.469230535070093,-32.837240612890966,12.985475565068185,34.014524434931815,15.105061303518985,11.32833828099362,-122.67126426713057,22.629093674063,65.370906325937,17.152166993895317,15.033414484616682,-153.14389502725874,27.018582366362224,81.98141763363778,39.34143596107036,42.16345937753463,-360.95154924418864,61.02537559878593,243.97462440121407
2021-07-08,19.7966832206474,4.469230535070093,-32.837240612890966,11.068069616762244,36.931930383237756,17.715812639929673,11.32833828099362,-122.67126426713057,22.018342337652314,67.98165766234769,20.11673906691426,15.033414484616682,-153.14389502725874,27.054010293343296,84.9459897066567,46.141190324712156,42.16345937753463,-360.95154924418864,63.22562123514413,250.77437876485587
2021-07-09,16.858438658424994,4.590020549531446,-32.515590548438915,13.563874100071239,34.43612589992876,15.08641307968748,11.634509585885338,-121.46966451875075,23.139970844622994,66.860029155377,17.13099147908804,15.439722984200914,-151.64380723709837,27.133361591424887,83.86663840857511,39.29286628704435,43.30301233368421,-357.4159266732445,58.39876974571814,248.60123025428186
2021-07-12,16.84801935146676,4.630283887685231,-32.515590548438915,12.534030068875687,34.46596993112431,15.07708896777173,11.73656668751591,-121.46966451875075,23.047237854908147,66.95276214509185,17.1204037216844,15.575159150728993,-151.64380723709837,27.008513182300476,83.99148681769952,39.26858145003135,43.6828633190674,-357.4159266732445,56.043203597348,248.956796402652
2021-07-13,17.83785351249913,4.670547225839015,-32.515590548438915,11.503932569689546,35.496067430310454,15.962879599768213,11.838623789146485,-121.46966451875075,21.059390121281112,67.94060987871889,18.126240675030115,15.71059531725707,-151.64380723709837,24.867240062426674,85.13275993757333,41.57564096626695,44.0627143044506,-357.4159266732445,52.35629309572914,251.64370690427086
2021-07-14,17.014728262798524,4.590020549531446,-32.515590548438915,12.407584495697712,34.59241550430229,15.226274758423765,11.634509585885338,-121.46966451875075,22.000109165886713,66.99989083411329,17.289807840142622,15.439722984200914,-151.64380723709837,25.974545230370296,84.0254547696297,39.65713884223944,43.30301233368421,-357.4159266732445,61.0344971905231,248.9655028094769
2021-07-15,17.723241135958542,4.348440520608739,-32.515590548438915,12.940651651460406,35.059348348539594,15.860314368694937,11.0221669761019,-121.46966451875075,22.97841216539895,67.02158783460105,18.009775343590086,14.627105985032447,-151.64380723709837,27.067194726091316,83.93280527390868,41.308507759123884,41.02390642138504,-357.4159266732445,65.66223418593779,248.3377658140622
2021-07-16,19.223621337944447,4.2679138443011695,-32.19152931408841,11.196736891431556,36.803263108568444,17.202986484563286,10.818052772840755,-120.25905727600524,21.629247010046228,69.37075298995377,19.53441240971411,14.35623365197629,-150.1324744110297,25.302097166954795,86.6979028330452,44.8055242889968,40.26420445061866,-353.8538001849769,63.36279313856366,254.63720686143634
2021-07-19,23.443440656029814,3.9458071390708924,-32.19152931408841,10.299024278576482,40.70097572142352,20.979251810443035,10.001595959796168,-120.25905727600524,20.66943849721109,72.33056150278891,23.822454158187938,13.272744319751665,-150.1324744110297,24.09754475070558,89.90245524929442,54.64088327926439,37.22539656755309,-353.8538001849769,82.56624203136175,261.43375796863825
2021-07-20,20.55729262859859,4.147123829839816,-32.19152931408841,13.983855615238781,38.01614438476122,18.396472809779603,10.511881467949035,-120.25905727600524,23.741931989721664,70.25806801027834,20.889645357379912,13.949925152392055,-150.1324744110297,27.35317271887321,87.64682728112679,47.91398342666162,39.12465149446907,-353.8538001849769,81.3938869570485,256.6061130429515
2021-07-21,18.660978762199733,4.348440520608739,-32.19152931408841,14.678852790868717,36.32114720913128,16.699484441112656,11.0221669761019,-120.25905727600524,23.928634850235724,69.07136514976428,18.9626735099176,14.627105985032447,-150.1324744110297,27.602963733695148,86.39703626630485,43.49414309029446,41.02390642138504,-353.8538001849769,69.91447236649967,254.08552763350033
2021-07-22,18.431754009118553,4.308177182454954,-32.19152931408841,13.948340882103679,36.05165911789632,16.494353978966103,10.920109874471327,-120.25905727600524,24.235822414012844,68.76417758598716,18.729742847037542,14.491669818504368,-150.1324744110297,26.971330563103308,86.02866943689669,42.95987667600832,40.64405543600185,-353.8538001849769,70.82858976616896,253.17141023383104
2021-07-23,17.92120796816501,4.348440520608739,-31.877112759331684,14.104207030146696,35.895792969853304,16.03747249509423,11.0221669761019,-119.08448001072242,22.416069530971328,69.58393046902867,18.210942734259223,14.627105985032447,-148.66612172859408,25.888341826917895,87.1116581730821,41.769919662371,41.02390642138504,-350.3976893660029,66.1825849754492,255.8174150245508
2021-07-26,18.317141632577957,4.308177182454954,-31.877112759331684,13.748536703887538,36.25146329611246,16.39178874789282,10.920109874471327,-119.08448001072242,22.163810379803294,69.8361896201967,18.61327751559751,14.491669818504368,-148.66612172859408,25.621443212107692,87.37855678789231,42.692743468865245,40.64405543600185,-350.3976893660029,64.63961215433807,256.36038784566193
2021-07-27,20.171778271143875,4.227650506147385,-31.877112759331684,11.974426741629188,38.02557325837081,18.05148066889676,10.715995671210182,-119.08448001072242,20.70823266206051,71.29176733793949,20.497898333445267,14.220797485448212,-148.66612172859408,24.00769472731608,88.99230527268392,47.01544445718039,39.884353465235456,-350.3976893660029,67.07661313678938,259.9233868632106
2021-07-28,19.077751040529147,4.2679138443011695,-31.877112759331684,12.028190634090123,36.97180936590988,17.072448917742754,10.818052772840755,-119.08448001072242,21.585207311583957,70.41479268841604,19.386183806063162,14.35623365197629,-148.66612172859408,23.983973088170103,88.0160269118299,44.46553657081471,40.26420445061866,-350.3976893660029,68.24667003777182,257.7533299622282
2021-07-29,18.442173316076786,4.348440520608739,-31.877112759331684,11.583241682234927,36.41675831776507,16.503678090881852,11.0221669761019,-119.08448001072242,20.949863935183686,70.05013606481631,18.74033060444118,14.627105985032447,-148.66612172859408,24.358953956735945,87.64104604326405,42.98416151302132,41.02390642138504,-350.3976893660029,65.96834312479876,257.03165687520124
2021-07-30,19.0048158918215,4.227650506147385,-31.62056428213754,11.884840643757435,37.115159356242565,17.007180134332486,10.715995671210182,-118.12608261021556,19.794135796117942,71.20586420388206,19.312069504237687,14.220797485448212,-147.4696499079564,22.997051735886004,89.002948264114,44.29554271172366,39.884353465235456,-347.57767256279107,65.97649807903423,260.02350192096577
2021-07-31,19.0048158918215,4.227650506147385,-31.62056428213754,11.884840643757435,37.115159356242565,17.007180134332486,10.715995671210182,-118.12608261021556,20.794135796117942,71.20586420388206,19.312069504237687,14.220797485448212,-147.4696499079564,23.997051735886004,89.002948264114,44.29554271172366,39.884353465235456,-347.57767256279107,71.97649807903423,260.02350192096577
2021-08-01,19.0048158918215,4.227650506147385,-31.62056428213754,11.884840643757435,37.115159356242565,17.007180134332486,10.715995671210182,-118.12608261021556,20.794135796117942,71.20586420388206,19.312069504237687,14.220797485448212,-147.4696499079564,23.997051735886004,89.002948264114,44.29554271172366,39.884353465235456,-347.57767256279107,71.97649807903423,260.02350192096577
2021-08-02,20.27597134072623,4.147123829839816,-31.62056428213754,11.69421187116027,38.30578812883973,18.144721788054287,10.511881467949035,-118.12608261021556,20.8607083456573,72.1392916543427,20.60377590748166,13.949925152392055,-147.4696499079564,23.976217665698158,90.02378233430184,47.25829282731045,39.12465149446907,-347.57767256279107,73.77344993421383,262.22655006578617
2021-08-03,18.796429752656792,4.106860491686031,-31.62056428213754,14.214016797383486,36.785983202616514,16.820697896017435,10.409824366318462,-118.12608261021556,22.2867893393247,70.7132106606753,19.10031435616491,13.814488985863976,-147.4696499079564,26.615115383542985,88.38488461645701,43.80984597146354,38.74480050908588,-347.57767256279107,83.60174777544393,258.3982522245561
2021-08-04,18.723494603949142,4.106860491686031,-31.62056428213754,14.28695194609113,36.71304805390887,16.75542911260717,10.409824366318462,-118.12608261021556,22.35205812273496,70.64794187726504,19.026200054339434,13.814488985863976,-147.4696499079564,26.689229685368474,88.31077031463153,43.639852112372495,38.74480050908588,-347.57767256279107,83.77174163453498,258.228258365465
2021-08-05,18.004562423830897,4.106860491686031,-31.62056428213754,15.005884126209388,35.99411587379061,16.112065390420252,10.409824366318462,-118.12608261021556,22.995421844921893,70.00457815507811,18.29564479348834,13.814488985863976,-147.4696499079564,27.41978494621955,87.58021505378045,41.96419835847506,38.74480050908588,-347.57767256279107,80.44739538843243,256.5526046115676
2021-08-06,16.827180737550286,4.428967196916308,-31.3968077155622,16.63740254068437,35.36259745931563,15.05844074394022,11.226281179363047,-117.29018713308177,22.396694201223553,70.60330579877645,17.099228206877118,14.897978318088603,-146.42611057567092,26.48917286832068,88.51082713167932,39.22001177600533,41.783608392151436,-345.1181090351777,72.69321056022324,259.30678943977676
2021-08-09,17.42108123416971,4.428967196916308,-31.3968077155622,16.043502044064944,35.956497955935056,15.589915123138113,11.226281179363047,-117.29018713308177,21.86521982202568,71.13478017797432,17.70273037888455,14.897978318088603,-146.42611057567092,25.88567069631324,89.11432930368676,40.6042474857467,41.783608392151436,-345.1181090351777,73.30897485048189,260.6910251495181
2021-08-10,17.49401638287736,4.509493873223878,-31.3968077155622,15.89004021904973,36.10995978095027,15.655183906548379,11.430395382624194,-117.29018713308177,21.595836835354234,71.40416316464577,17.77684468071002,15.16885065114476,-146.42611057567092,25.54068406143162,89.45931593856838,40.77424134483774,42.54331036291783,-345.1181090351777,70.37927902062444,261.62072097937556
2021-08-11,16.73340697492617,4.509493873223878,-31.3968077155622,16.650649627000924,35.349350372999076,14.97452373669845,11.430395382624194,-117.29018713308177,22.276497005204178,70.72350299479582,17.003938390244368,15.16885065114476,-146.42611057567092,26.31359035189726,88.68640964810274,39.00144824288827,42.54331036291783,-345.1181090351777,77.15207212257388,259.8479278774261
2021-08-12,16.2436995478891,4.549757211377662,-31.3968077155622,16.100093715884206,34.899906284115794,14.536290476658085,11.532452484254765,-117.29018713308177,22.612673163613962,70.38732683638604,16.506313792273332,15.304286817672835,-146.42611057567092,26.675778783340206,88.3242212166598,37.860060903276974,42.923161348301015,-345.1181090351777,74.91360847680204,259.08639152319796
2021-08-13,16.097829250473804,4.2679138443011695,-31.26515783910731,16.39615750392111,34.60384249607889,14.40575290983755,10.818052772840755,-116.79837794071642,22.96580124948315,70.03419875051685,16.358085188622386,14.35623365197629,-145.81213161508055,26.158081592097332,87.84191840790267,37.52007318509488,40.26420445061866,-343.670995149319,78.46543920680773,257.53456079319227
2021-08-16,16.79592281667558,4.227650506147385,-31.26515783910731,15.738327275873111,35.26167272412689,15.030468408192966,10.715995671210182,-116.79837794071642,22.443142852758314,70.55685714724169,17.067464934666205,14.220797485448212,-145.81213161508055,26.58413801258162,88.41586198741838,39.14715726496632,39.884353465235456,-343.670995149319,79.21820611231959,258.7817938876804
2021-08-17,18.660978762199733,4.147123829839816,-31.26515783910731,13.953798006656534,37.046201993343466,16.699484441112656,10.511881467949035,-116.79837794071642,20.978241023099798,72.0217589769002,18.9626735099176,13.949925152392055,-145.81213161508055,24.959801770386335,90.04019822961367,43.49414309029446,39.12465149446907,-343.670995149319,74.63092225775785,262.36907774224215
2021-08-18,22.474445108913915,4.187387167993601,-31.26515783910731,10.100068321788562,40.89993167821144,20.112109402278055,10.613938569579608,-116.79837794071642,18.4635589603038,75.5364410396962,22.837792719649507,14.085361318920134,-145.81213161508055,21.949246394126376,94.05075360587362,52.3823934370548,39.50450247985226,-343.670995149319,63.362820925614244,271.63717907438576
2021-08-19,22.57863817849627,4.106860491686031,-31.26515783910731,13.076401928513768,40.92359807148623,20.205350521435584,10.409824366318462,-116.79837794071642,19.574432044407416,75.42556795559258,22.943670293685898,13.814488985863976,-145.81213161508055,23.114241153146125,93.88575884685388,52.625241807184864,38.74480050908588,-343.670995149319,70.87967452625054,271.12032547374946
2021-08-20,19.338233714485035,4.147123829839816,-31.18462476449937,15.196009979763282,37.80399002023672,17.305551715636565,10.511881467949035,-116.49752762890316,22.07132343676261,72.92867656323739,19.65087774115414,13.949925152392055,-145.43654741574503,25.896013339814274,91.10398666018573,45.07265749613987,39.12465149446907,-342.7857643107168,72.16717701331015,264.83282298668985
2021-08-23,17.869111433373835,4.106860491686031,-31.18462476449937,15.705395599028272,36.29460440097173,15.990851935515467,10.409824366318462,-116.49752762890316,23.48808031851425,71.51191968148575,18.158003947241028,13.814488985863976,-145.43654741574503,27.52432330025546,89.47567669974454,41.64849547730597,38.74480050908588,-342.7857643107168,72.9711900175273,261.0288099824727
2021-08-24,17.94204658208148,4.227650506147385,-31.18462476449937,13.511670435859266,36.488329564140734,16.056120718925733,10.715995671210182,-116.49752762890316,22.116640230212283,71.88335976978772,18.232118249066502,14.220797485448212,-145.43654741574503,26.043900498845787,89.95609950115421,41.818489336397015,39.884353465235456,-342.7857643107168,63.661643202286655,262.33835679771335
2021-08-25,17.49401638287736,4.509493873223878,-31.18462476449937,13.677857267986901,36.3221427320131,15.655183906548379,11.430395382624194,-116.49752762890316,20.80317733117562,72.19682266882438,17.77684468071002,15.16885065114476,-145.43654741574503,24.551120901505712,90.44887909849429,40.77424134483774,42.54331036291783,-342.7857643107168,58.0469342961635,263.9530657038365
2021-08-26,19.62997430931563,4.388703858762524,-31.18462476449937,10.662689356009984,38.337310643990016,17.566626849277636,11.124224077732475,-116.49752762890316,19.1979056933381,73.8020943066619,19.947334948456035,14.762542151560526,-145.43654741574503,21.78693913334392,92.21306086665608,45.75263293250405,41.40375740676824,-342.7857643107168,52.20809566464675,267.79190433535325
2021-08-27,17.07724410454794,4.388703858762524,-31.217416675118173,13.248211471396488,35.75178852860351,15.282219429918282,11.124224077732475,-116.62002955227622,20.60481503607052,71.39518496392948,17.35333438456446,14.762542151560526,-145.5894799040972,24.53387218558771,89.46612781441229,39.802847864317485,41.40375740676824,-343.1462175863153,55.51833400843179,261.4816659915682
2021-08-30,16.86885796538323,4.388703858762524,-31.217416675118173,13.45659761056119,35.54340238943881,15.095737191603234,11.124224077732475,-116.62002955227622,20.79129727438557,71.20870272561443,17.14157923649168,14.762542151560526,-145.5894799040972,24.74562733366048,89.25437266633952,39.31715112405736,41.40375740676824,-343.1462175863153,55.004030748692,260.995969251308
2021-08-31,17.171017867172058,4.428967196916308,-31.217416675118173,13.11417437061857,35.88582562938143,15.366136437160055,11.226281179363047,-116.62002955227622,20.41884092719816,71.58115907280184,17.448624201197212,14.897978318088603,-145.5894799040972,24.30314620242686,89.69685379757314,40.02141139743454,41.783608392151436,-343.1462175863153,58.919919489931544,262.08008051006846
2021-09-01,16.785503509717344,4.469230535070093,-31.217416675118173,13.459425389919502,35.5405746100805,15.021144296277212,11.32833828099362,-116.62002955227622,20.661775966450435,71.33822403354957,17.056877177262564,15.033414484616682,-145.5894799040972,24.55945705983342,89.44054294016658,39.122872427953304,42.16345937753463,-343.1462175863153,57.438607474029595,261.5613925259704
2021-09-02,17.09808271846441,4.388703858762524,-31.217416675118173,13.227372857480006,35.772627142519994,15.300867653749787,11.124224077732475,-116.62002955227622,20.58616681223903,71.41383318776097,17.374509899371738,14.762542151560526,-145.5894799040972,24.51269667078043,89.48730332921957,39.8514175383435,41.40375740676824,-343.1462175863153,54.469764334405795,261.5302356655942
2021-09-03,17.09808271846441,4.509493873223878,-31.274320284721387,13.163486452621868,35.83651354737813,15.300867653749787,11.430395382624194,-116.83260641930595,20.49257237437702,71.50742762562298,17.374509899371738,15.16885065114476,-145.8548627515319,23.371771018630866,89.62822898136913,39.8514175383435,42.54331036291783,-343.77171003514803,51.95570382708894,262.04429617291106
2021-09-06,17.09808271846441,4.509493873223878,-31.274320284721387,13.163486452621868,35.83651354737813,15.300867653749787,11.430395382624194,-116.83260641930595,20.49257237437702,71.50742762562298,17.374509899371738,15.16885065114476,-145.8548627515319,23.371771018630866,89.62822898136913,39.8514175383435,42.54331036291783,-343.77171003514803,50.95570382708894,262.04429617291106
2021-09-07,18.900622822239146,4.670547225839015,-31.274320284721387,12.199892996231995,37.800107003768005,16.913939015174964,11.838623789146485,-116.83260641930595,18.471272606429537,73.52872739357046,19.2061919302013,15.71059531725707,-145.8548627515319,20.998344321689004,92.001655678311,44.05269434159361,44.0627143044506,-343.77171003514803,48.2350230823061,267.7649769176939
2021-09-08,18.713075296990908,4.549757211377662,-31.274320284721387,11.508230535941578,37.49176946405842,16.74610500069142,11.532452484254765,-116.83260641930595,18.945277925804803,73.0547220741952,19.015612296935796,15.304286817672835,-145.8548627515319,22.59523245453873,91.40476754546127,43.61556727535949,42.923161348301015,-343.77171003514803,49.8117031046898,266.1882968953102
2021-09-09,19.58829708148269,4.308177182454954,-31.274320284721387,10.874588780372505,38.125411219627495,17.529330401614626,10.920109874471327,-116.83260641930595,18.774395134665028,73.22560486533497,19.90498391884148,14.491669818504368,-145.8548627515319,21.51847783180152,91.48152216819848,45.65549358445203,40.64405543600185,-343.77171003514803,49.05088270789639,265.9491172921036
2021-09-10,21.828448077503314,4.509493873223878,-31.363533570963707,8.522334379825288,40.47766562017471,19.534014463501403,11.430395382624194,-117.16588371083557,15.592702856155029,75.40729714384497,22.18135176062388,15.16885065114476,-146.27092908013708,17.98099548598391,94.01900451401609,50.8767335422484,42.54331036291783,-344.75235497611453,38.91103276415055,272.08896723584945
2021-09-13,20.182197578102112,4.509493873223878,-31.363533570963707,9.168584879226493,38.83141512077351,18.060804780812514,11.430395382624194,-117.16588371083557,16.065912538843918,73.93408746115608,20.50848609084891,15.16885065114476,-146.27092908013708,19.65386115575886,92.34613884424114,47.03972929419339,42.54331036291783,-344.75235497611453,40.74803701220554,268.25196298779446
2021-09-14,20.27597134072623,4.308177182454954,-31.363533570963707,9.276127807371289,38.72387219262871,18.144721788054287,10.920109874471327,-117.16588371083557,16.492281039755,73.507718960245,20.60377590748166,14.491669818504368,-146.27092908013708,20.23575217176652,91.76424782823348,47.25829282731045,40.64405543600185,-344.75235497611453,44.428728406004495,266.5712715939955
2021-09-15,18.942300050072088,4.428967196916308,-31.363533570963707,11.489009083564078,37.51099091643592,16.95123546283797,11.226281179363047,-117.16588371083557,17.379596060079592,72.62040393992041,19.248542959815854,14.897978318088603,-146.27092908013708,21.184676619848076,90.81532338015192,44.14983368964563,41.783608392151436,-344.75235497611453,43.39763458751969,264.6023654124803
